kind,sequence,rtt_us,ok
response,159,203.630,1
response,160,210.074,1
response,161,203.296,1
response,162,212.463,1
response,163,493.240,1
response,164,206.592,1
response,165,201.425,1
response,166,376.407,1
response,167,191.555,1
response,168,191.630,1
response,169,189.278,1
response,170,410.184,1
response,171,287.296,1
response,172,514.481,1
response,173,194.518,1
response,174,191.555,1
response,175,193.703,1
response,176,189.037,1
response,177,177.685,1
response,178,183.315,1
response,179,189.019,1
response,180,179.907,1
response,181,189.889,1
response,182,188.963,1
response,183,188.815,1
response,184,192.907,1
response,185,196.963,1
response,186,182.352,1
response,187,181.759,1
response,188,208.204,1
response,189,179.852,1
response,190,181.408,1
response,191,204.740,1
response,192,188.167,1
response,193,183.056,1
response,194,180.185,1
response,195,189.036,1
response,196,181.056,1
response,197,179.370,1
response,198,241.222,1
response,199,250.722,1
response,200,236.722,1
response,201,179.148,1
response,202,178.556,1
response,203,415.722,1
response,204,194.611,1
response,205,191.296,1
response,206,402.203,1
response,207,361.815,1
response,208,179.963,1
response,209,176.074,1
response,210,177.204,1
response,211,184.926,1
response,212,179.759,1
response,213,226.999,1
response,214,168.166,1
response,215,192.093,1
response,216,182.870,1
response,217,258.000,1
response,218,172.222,1
response,219,179.907,1
response,220,170.908,1
response,221,174.981,1
response,222,171.185,1
response,223,173.722,1
response,224,174.444,1
response,225,421.463,1
response,226,261.574,1
response,227,306.074,1
response,228,360.815,1
response,229,176.167,1
response,230,178.296,1
response,231,374.314,1
response,232,183.666,1
response,233,172.055,1
response,234,167.148,1
response,235,242.370,1
response,236,175.573,1
response,237,167.130,1
response,238,305.351,1
response,239,184.722,1
response,240,177.463,1
response,241,172.629,1
response,242,253.518,1
response,243,348.982,1
response,244,169.389,1
response,245,159.574,1
response,246,177.685,1
response,247,175.037,1
response,248,157.352,1
response,249,229.407,1
response,250,182.130,1
response,251,177.611,1
response,252,358.704,1
response,253,336.222,1
response,254,197.370,1
response,255,360.925,1
response,256,324.815,1
response,257,199.926,1
response,258,354.888,1
response,259,327.296,1
response,260,209.259,1
response,261,189.833,1
response,262,166.574,1
response,263,165.129,1
response,264,161.833,1
response,265,342.463,1
response,266,227.703,1
response,267,307.241,1
response,268,332.111,1
response,269,217.426,1
response,270,186.685,1
response,271,164.296,1
response,272,147.092,1
response,273,173.277,1
response,274,162.018,1
response,275,149.944,1
response,276,169.537,1
response,277,163.685,1
response,278,150.796,1
response,279,153.925,1
response,280,161.518,1
response,281,211.963,1
response,282,156.370,1
response,283,182.555,1
response,284,264.777,1
response,285,254.999,1
response,286,300.667,1
response,287,257.203,1
response,288,214.462,1
response,289,299.055,1
response,290,166.759,1
response,291,156.389,1
response,292,153.573,1
response,293,147.518,1
response,294,144.981,1
response,295,171.722,1
response,296,156.611,1
response,297,220.648,1
response,298,312.481,1
response,299,294.370,1
response,300,148.796,1
response,301,154.907,1
response,302,144.648,1
response,303,138.333,1
response,304,204.741,1
response,305,301.629,1
response,306,175.482,1
response,307,154.092,1
response,308,145.556,1
response,309,137.981,1
response,310,150.481,1
response,311,148.555,1
response,312,135.185,1
response,313,230.778,1
response,314,134.907,1
response,315,222.630,1
response,316,420.703,1
response,317,274.704,1
response,318,377.852,1
response,319,208.333,1
response,320,283.388,1
response,321,359.926,1
response,322,396.147,1
response,323,290.037,1
response,324,325.147,1
response,325,198.388,1
response,326,195.074,1
response,327,202.981,1
response,328,190.778,1
response,329,190.111,1
response,330,225.889,1
response,331,403.463,1
response,332,304.278,1
response,333,271.184,1
response,334,388.722,1
response,335,320.370,1
response,336,182.444,1
response,337,195.000,1
response,338,333.203,1
response,339,271.037,1
response,340,408.111,1
response,341,258.963,1
response,342,268.833,1
response,343,212.740,1
response,344,190.740,1
response,345,181.907,1
response,346,191.259,1
response,347,192.999,1
response,348,182.722,1
response,349,193.426,1
response,350,349.499,1
response,351,247.759,1
response,352,394.481,1
response,353,191.148,1
response,354,178.130,1
response,355,197.907,1
response,356,179.481,1
response,357,180.018,1
response,358,186.685,1
response,359,179.685,1
response,360,253.222,1
response,361,258.092,1
response,362,177.666,1
response,363,253.499,1
response,364,380.648,1
response,365,370.999,1
response,366,440.129,1
response,367,183.093,1
response,368,179.685,1
response,369,180.760,1
response,370,174.760,1
response,371,377.259,1
response,372,268.055,1
response,373,316.444,1
response,374,367.425,1
response,375,186.204,1
response,376,171.944,1
response,377,376.555,1
response,378,270.352,1
response,379,283.815,1
response,380,202.074,1
response,381,167.926,1
response,382,174.555,1
response,383,175.870,1
response,384,166.352,1
response,385,910.314,1
response,386,170.519,1
response,387,167.667,1
response,388,168.166,1
response,389,170.425,1
response,390,169.797,1
response,391,265.093,1
response,392,168.611,1
response,393,174.222,1
response,394,170.519,1
response,395,171.296,1
response,396,172.666,1
response,397,176.167,1
response,398,172.074,1
response,399,170.148,1
response,400,173.074,1
response,401,227.203,1
response,402,186.315,1
response,403,165.722,1
response,404,167.055,1
response,405,229.351,1
response,406,162.944,1
response,407,167.444,1
response,408,177.666,1
response,409,236.110,1
response,410,177.870,1
response,411,169.333,1
response,412,160.352,1
response,413,185.037,1
response,414,168.777,1
response,415,164.944,1
response,416,166.130,1
response,417,168.259,1
response,418,174.945,1
response,419,168.037,1
response,420,161.962,1
response,421,161.445,1
response,422,168.537,1
response,423,168.611,1
response,424,259.648,1
response,425,286.537,1
response,426,158.667,1
response,427,267.481,1
response,428,169.999,1
response,429,334.240,1
response,430,416.185,1
response,431,245.926,1
response,432,333.222,1
response,433,223.166,1
response,434,154.833,1
response,435,161.593,1
response,436,156.296,1
response,437,216.148,1
response,438,155.982,1
response,439,301.037,1
response,440,201.834,1
response,441,328.110,1
response,442,298.185,1
response,443,147.297,1
response,444,157.481,1
response,445,162.611,1
response,446,152.648,1
response,447,159.796,1
response,448,160.037,1
response,449,146.722,1
response,450,157.463,1
response,451,150.962,1
response,452,167.056,1
response,453,159.481,1
response,454,149.723,1
response,455,154.574,1
response,456,359.351,1
response,457,336.407,1
response,458,201.037,1
response,459,326.573,1
response,460,160.148,1
response,461,246.000,1
response,462,159.351,1
response,463,148.777,1
response,464,221.759,1
response,465,147.982,1
response,466,148.592,1
response,467,227.833,1
response,468,143.759,1
response,469,150.259,1
response,470,146.722,1
response,471,146.926,1
response,472,145.389,1
response,473,147.036,1
response,474,140.981,1
response,475,153.778,1
response,476,147.463,1
response,477,142.388,1
response,478,261.722,1
response,479,223.722,1
response,480,150.111,1
response,481,213.518,1
response,482,137.259,1
response,483,143.352,1
response,484,148.333,1
response,485,141.852,1
response,486,141.833,1
response,487,360.758,1
response,488,287.962,1
response,489,417.611,1
response,490,361.759,1
response,491,276.352,1
response,492,418.369,1
response,493,207.370,1
response,494,199.630,1
response,495,209.352,1
response,496,252.963,1
response,497,195.482,1
response,498,438.555,1
response,499,198.518,1
response,500,197.982,1
response,501,203.407,1
response,502,193.167,1
response,503,276.296,1
response,504,189.000,1
response,505,196.704,1
response,506,315.667,1
response,507,388.555,1
response,508,377.277,1
response,509,496.703,1
response,510,370.833,1
response,511,210.018,1
response,512,185.389,1
response,513,185.074,1
response,514,187.445,1
response,515,182.148,1
response,516,188.111,1
response,517,193.426,1
response,518,179.482,1
response,519,187.315,1
response,520,193.518,1
response,521,190.222,1
response,522,183.870,1
response,523,215.185,1
response,524,241.925,1
response,525,190.592,1
response,526,181.944,1
response,527,183.759,1
response,528,195.166,1
response,529,181.222,1
response,530,181.889,1
response,531,315.815,1
response,532,410.481,1
response,533,315.018,1
response,534,277.259,1
response,535,218.870,1
response,536,437.592,1
response,537,530.907,1
response,538,179.925,1
response,539,232.945,1
response,540,230.759,1
response,541,369.629,1
response,542,339.499,1
response,543,221.463,1
response,544,364.685,1
response,545,345.463,1
response,546,221.647,1
response,547,200.092,1
response,548,204.222,1
response,549,177.074,1
response,550,182.463,1
response,551,166.925,1
response,552,165.833,1
response,553,183.036,1
response,554,167.278,1
response,555,168.907,1
response,556,178.203,1
response,557,168.445,1
response,558,169.759,1
response,559,182.666,1
response,560,173.185,1
response,561,173.370,1
response,562,177.870,1
response,563,230.851,1
response,564,167.389,1
response,565,184.482,1
response,566,350.370,1
response,567,253.963,1
response,568,166.092,1
response,569,164.259,1
response,570,170.722,1
response,571,168.407,1
response,572,187.370,1
response,573,167.666,1
response,574,163.352,1
response,575,186.981,1
response,576,229.870,1
response,577,168.148,1
response,578,168.536,1
response,579,167.592,1
response,580,167.351,1
response,581,342.833,1
response,582,285.296,1
response,583,273.963,1
response,584,352.037,1
response,585,362.759,1
response,586,227.833,1
response,587,174.629,1
response,588,305.759,1
response,589,163.648,1
response,590,158.556,1
response,591,156.777,1
response,592,484.332,1
response,593,322.777,1
response,594,158.389,1
response,595,168.852,1
response,596,158.666,1
response,597,337.722,1
response,598,223.944,1
response,599,159.259,1
