kind,sequence,rtt_us,ok
response,0,38083.195,1
response,1,24830.396,1
response,2,24134.638,1
response,3,27427.096,1
response,4,26458.838,1
response,5,25529.099,1
response,6,25058.581,1
response,7,28119.282,1
response,8,27391.671,1
response,9,26554.783,1
response,10,25667.413,1
response,11,20842.716,1
response,12,28084.966,1
response,13,27304.579,1
response,14,26350.024,1
response,15,25624.691,1
response,16,24683.286,1
response,17,27827.911,1
response,18,27148.505,1
response,19,26239.913,1
