kind,sequence,rtt_us,ok
response,0,2377.960,1
response,1,7231.788,1
response,2,2329.978,1
response,3,2365.552,1
response,4,2321.756,1
response,5,2306.571,1
response,6,2319.256,1
response,7,2288.997,1
response,8,2310.442,1
response,9,2304.145,1
response,10,2038.590,1
response,11,2040.220,1
response,12,2295.275,1
response,13,2306.164,1
response,14,2008.479,1
response,15,2029.664,1
response,16,2017.238,1
response,17,2012.016,1
response,18,2063.590,1
response,19,2021.831,1
