index,time_from_trigger_s,sample_signed_approx_24bit,trigger,frame_error_latched
1873,1.290998519,-5120,0,0
1874,1.292515556,-4096,0,0
1875,1.294032593,-5120,0,0
1876,1.295549630,-3072,0,0
1877,1.297066667,-6144,0,0
1878,1.298583704,-6144,0,0
1879,1.300100741,-7168,0,0
1880,1.301617778,-6144,0,0
1881,1.303134815,-3072,0,0
1882,1.304651852,-6144,0,0
1883,1.306168889,-2048,0,0
1884,1.307685926,-5120,0,0
1885,1.309202963,-4096,0,0
1886,1.310720000,-3072,0,0
1887,1.312237037,-5120,0,0
1888,1.313754074,-1024,0,0
1889,1.315271111,-1024,0,0
1890,1.316788148,-1024,0,0
1891,1.318305185,0,0,0
1892,1.319822222,0,0,0
1893,1.321339259,-2048,0,0
1894,1.322856296,-3072,0,0
1895,1.324373333,-1024,0,0
1896,1.325890370,-3072,0,0
1897,1.327407407,-5120,0,0
1898,1.328924444,-3072,0,0
1899,1.330441481,-4096,0,0
1900,1.331958519,-4096,0,0
1901,1.333475556,-6144,0,0
1902,1.334992593,-4096,0,0
1903,1.336509630,-6144,0,0
1904,1.338026667,-5120,0,0
1905,1.339543704,-7168,0,0
1906,1.341060741,-9216,0,0
1907,1.342577778,-5120,0,0
1908,1.344094815,-5120,0,0
1909,1.345611852,-4096,0,0
1910,1.347128889,-5120,0,0
1911,1.348645926,-6144,0,0
1912,1.350162963,-5120,0,0
1913,1.351680000,-4096,0,0
1914,1.353197037,-4096,0,0
1915,1.354714074,-4096,0,0
1916,1.356231111,-5120,0,0
1917,1.357748148,-5120,0,0
1918,1.359265185,-3072,0,0
1919,1.360782222,-4096,0,0
1920,1.362299259,-2048,0,0
1921,1.363816296,-5120,0,0
1922,1.365333333,-4096,0,0
1923,1.366850370,-5120,0,0
1924,1.368367407,-3072,0,0
1925,1.369884444,-5120,0,0
1926,1.371401481,-3072,0,0
1927,1.372918519,-4096,0,0
1928,1.374435556,-3072,0,0
1929,1.375952593,-4096,0,0
1930,1.377469630,-3072,0,0
1931,1.378986667,-5120,0,0
1932,1.380503704,-5120,0,0
1933,1.382020741,-4096,0,0
1934,1.383537778,-2048,0,0
1935,1.385054815,-2048,0,0
1936,1.386571852,-1024,0,0
1937,1.388088889,-2048,0,0
1938,1.389605926,-3072,0,0
1939,1.391122963,-3072,0,0
1940,1.392640000,1024,0,0
1941,1.394157037,-2048,0,0
1942,1.395674074,-3072,0,0
1943,1.397191111,-4096,0,0
1944,1.398708148,-1024,0,0
1945,1.400225185,-3072,0,0
1946,1.401742222,-2048,0,0
1947,1.403259259,-2048,0,0
1948,1.404776296,0,0,0
1949,1.406293333,-2048,0,0
1950,1.407810370,-2048,0,0
1951,1.409327407,0,0,0
1952,1.410844444,-1024,0,0
1953,1.412361481,-2048,0,0
1954,1.413878519,-2048,0,0
1955,1.415395556,-1024,0,0
1956,1.416912593,0,0,0
1957,1.418429630,-1024,0,0
1958,1.419946667,-1024,0,0
1959,1.421463704,0,0,0
1960,1.422980741,0,0,0
1961,1.424497778,0,0,0
1962,1.426014815,1024,0,0
1963,1.427531852,1024,0,0
1964,1.429048889,1024,0,0
1965,1.430565926,4096,0,0
1966,1.432082963,2048,0,0
1967,1.433600000,-1024,0,0
1968,1.435117037,1024,0,0
1969,1.436634074,-1024,0,0
1970,1.438151111,1024,0,0
1971,1.439668148,0,0,0
1972,1.441185185,-1024,0,0
1973,1.442702222,1024,0,0
1974,1.444219259,0,0,0
1975,1.445736296,1024,0,0
1976,1.447253333,1024,0,0
1977,1.448770370,0,0,0
1978,1.450287407,-3072,0,0
1979,1.451804444,-3072,0,0
1980,1.453321481,-1024,0,0
1981,1.454838519,0,0,0
1982,1.456355556,-2048,0,0
1983,1.457872593,0,0,0
1984,1.459389630,0,0,0
1985,1.460906667,1024,0,0
1986,1.462423704,1024,0,0
1987,1.463940741,-2048,0,0
1988,1.465457778,-1024,0,0
1989,1.466974815,2048,0,0
1990,1.468491852,0,0,0
1991,1.470008889,2048,0,0
1992,1.471525926,2048,0,0
1993,1.473042963,2048,0,0
1994,1.474560000,1024,0,0
1995,1.476077037,-1024,0,0
1996,1.477594074,-1024,0,0
1997,1.479111111,-2048,0,0
1998,1.480628148,2048,0,0
1999,1.482145185,1024,0,0
2000,1.483662222,2048,0,0
2001,1.485179259,0,0,0
2002,1.486696296,-1024,0,0
2003,1.488213333,-1024,0,0
2004,1.489730370,-1024,0,0
2005,1.491247407,-3072,0,0
2006,1.492764444,-5120,0,0
2007,1.494281481,-4096,0,0
2008,1.495798519,-4096,0,0
2009,1.497315556,-2048,0,0
2010,1.498832593,-4096,0,0
2011,1.500349630,-3072,0,0
2012,1.501866667,-2048,0,0
2013,1.503383704,1024,0,0
2014,1.504900741,-2048,0,0
2015,1.506417778,-2048,0,0
2016,1.507934815,-1024,0,0
2017,1.509451852,0,0,0
2018,1.510968889,-2048,0,0
2019,1.512485926,-3072,0,0
2020,1.514002963,-3072,0,0
2021,1.515520000,-3072,0,0
2022,1.517037037,-3072,0,0
2023,1.518554074,0,0,0
2024,1.520071111,0,0,0
2025,1.521588148,-1024,0,0
2026,1.523105185,-3072,0,0
2027,1.524622222,1024,0,0
2028,1.526139259,-1024,0,0
2029,1.527656296,2048,0,0
2030,1.529173333,3072,0,0
2031,1.530690370,2048,0,0
2032,1.532207407,3072,0,0
2033,1.533724444,3072,0,0
2034,1.535241481,4096,0,0
2035,1.536758519,-2048,0,0
2036,1.538275556,4096,0,0
2037,1.539792593,3072,0,0
2038,1.541309630,3072,0,0
2039,1.542826667,1024,0,0
2040,1.544343704,2048,0,0
2041,1.545860741,3072,0,0
2042,1.547377778,3072,0,0
2043,1.548894815,2048,0,0
2044,1.550411852,2048,0,0
2045,1.551928889,3072,0,0
2046,1.553445926,3072,0,0
2047,1.554962963,1024,0,0
2048,1.556480000,-2048,0,0
2049,1.557997037,0,0,0
2050,1.559514074,1024,0,0
2051,1.561031111,2048,0,0
2052,1.562548148,-2048,0,0
2053,1.564065185,1024,0,0
2054,1.565582222,0,0,0
2055,1.567099259,0,0,0
2056,1.568616296,1024,0,0
2057,1.570133333,-2048,0,0
2058,1.571650370,-1024,0,0
2059,1.573167407,-1024,0,0
2060,1.574684444,-2048,0,0
2061,1.576201481,-1024,0,0
2062,1.577718519,-1024,0,0
2063,1.579235556,-3072,0,0
2064,1.580752593,-4096,0,0
2065,1.582269630,-1024,0,0
2066,1.583786667,-4096,0,0
2067,1.585303704,-2048,0,0
2068,1.586820741,-3072,0,0
2069,1.588337778,-5120,0,0
2070,1.589854815,-5120,0,0
2071,1.591371852,-4096,0,0
2072,1.592888889,-7168,0,0
2073,1.594405926,-5120,0,0
2074,1.595922963,-4096,0,0
2075,1.597440000,-4096,0,0
2076,1.598957037,-3072,0,0
2077,1.600474074,-2048,0,0
2078,1.601991111,0,0,0
2079,1.603508148,-3072,0,0
2080,1.605025185,-2048,0,0
2081,1.606542222,-3072,0,0
2082,1.608059259,-4096,0,0
2083,1.609576296,-2048,0,0
2084,1.611093333,-1024,0,0
2085,1.612610370,1024,0,0
2086,1.614127407,1024,0,0
2087,1.615644444,1024,0,0
2088,1.617161481,-1024,0,0
2089,1.618678519,-1024,0,0
2090,1.620195556,-3072,0,0
2091,1.621712593,-2048,0,0
2092,1.623229630,0,0,0
2093,1.624746667,1024,0,0
2094,1.626263704,1024,0,0
2095,1.627780741,-1024,0,0
2096,1.629297778,1024,0,0
2097,1.630814815,0,0,0
2098,1.632331852,3072,0,0
2099,1.633848889,0,0,0
2100,1.635365926,1024,0,0
2101,1.636882963,2048,0,0
2102,1.638400000,1024,0,0
2103,1.639917037,1024,0,0
2104,1.641434074,1024,0,0
2105,1.642951111,-1024,0,0
2106,1.644468148,-1024,0,0
2107,1.645985185,-2048,0,0
2108,1.647502222,2048,0,0
2109,1.649019259,2048,0,0
2110,1.650536296,2048,0,0
2111,1.652053333,2048,0,0
2112,1.653570370,1024,0,0
2113,1.655087407,-1024,0,0
2114,1.656604444,-1024,0,0
2115,1.658121481,-2048,0,0
2116,1.659638519,-2048,0,0
2117,1.661155556,-4096,0,0
2118,1.662672593,-3072,0,0
2119,1.664189630,-1024,0,0
2120,1.665706667,-1024,0,0
2121,1.667223704,-1024,0,0
2122,1.668740741,1024,0,0
2123,1.670257778,-1024,0,0
2124,1.671774815,-2048,0,0
2125,1.673291852,-3072,0,0
2126,1.674808889,-1024,0,0
2127,1.676325926,-2048,0,0
2128,1.677842963,-1024,0,0
2129,1.679360000,-3072,0,0
2130,1.680877037,-1024,0,0
2131,1.682394074,1024,0,0
2132,1.683911111,1024,0,0
2133,1.685428148,3072,0,0
2134,1.686945185,1024,0,0
2135,1.688462222,0,0,0
2136,1.689979259,0,0,0
2137,1.691496296,2048,0,0
2138,1.693013333,3072,0,0
2139,1.694530370,3072,0,0
2140,1.696047407,4096,0,0
2141,1.697564444,2048,0,0
2142,1.699081481,0,0,0
2143,1.700598519,1024,0,0
2144,1.702115556,0,0,0
2145,1.703632593,-1024,0,0
2146,1.705149630,-2048,0,0
2147,1.706666667,-1024,0,0
2148,1.708183704,-3072,0,0
2149,1.709700741,-3072,0,0
2150,1.711217778,-3072,0,0
2151,1.712734815,-4096,0,0
2152,1.714251852,-1024,0,0
2153,1.715768889,-2048,0,0
2154,1.717285926,-1024,0,0
2155,1.718802963,-1024,0,0
2156,1.720320000,-3072,0,0
2157,1.721837037,-4096,0,0
2158,1.723354074,-1024,0,0
2159,1.724871111,-3072,0,0
2160,1.726388148,-4096,0,0
2161,1.727905185,-4096,0,0
2162,1.729422222,-3072,0,0
2163,1.730939259,-2048,0,0
2164,1.732456296,-2048,0,0
2165,1.733973333,-3072,0,0
2166,1.735490370,-4096,0,0
2167,1.737007407,-4096,0,0
2168,1.738524444,-3072,0,0
2169,1.740041481,-3072,0,0
2170,1.741558519,-1024,0,0
2171,1.743075556,-2048,0,0
2172,1.744592593,2048,0,0
2173,1.746109630,3072,0,0
2174,1.747626667,3072,0,0
2175,1.749143704,2048,0,0
2176,1.750660741,-2048,0,0
2177,1.752177778,0,0,0
2178,1.753694815,1024,0,0
2179,1.755211852,-1024,0,0
2180,1.756728889,-1024,0,0
2181,1.758245926,-2048,0,0
2182,1.759762963,0,0,0
2183,1.761280000,0,0,0
2184,1.762797037,-2048,0,0
2185,1.764314074,1024,0,0
2186,1.765831111,-1024,0,0
2187,1.767348148,-2048,0,0
2188,1.768865185,-2048,0,0
2189,1.770382222,-4096,0,0
2190,1.771899259,-1024,0,0
2191,1.773416296,0,0,0
2192,1.774933333,2048,0,0
2193,1.776450370,2048,0,0
2194,1.777967407,1024,0,0
2195,1.779484444,2048,0,0
2196,1.781001481,3072,0,0
2197,1.782518519,2048,0,0
2198,1.784035556,1024,0,0
2199,1.785552593,5120,0,0
2200,1.787069630,6144,0,0
2201,1.788586667,3072,0,0
2202,1.790103704,3072,0,0
2203,1.791620741,3072,0,0
2204,1.793137778,1024,0,0
2205,1.794654815,2048,0,0
2206,1.796171852,3072,0,0
2207,1.797688889,3072,0,0
2208,1.799205926,4096,0,0
2209,1.800722963,2048,0,0
2210,1.802240000,3072,0,0
2211,1.803757037,2048,0,0
2212,1.805274074,3072,0,0
2213,1.806791111,3072,0,0
2214,1.808308148,1024,0,0
2215,1.809825185,2048,0,0
2216,1.811342222,2048,0,0
2217,1.812859259,1024,0,0
2218,1.814376296,2048,0,0
2219,1.815893333,-1024,0,0
2220,1.817410370,1024,0,0
2221,1.818927407,2048,0,0
2222,1.820444444,3072,0,0
2223,1.821961481,2048,0,0
2224,1.823478519,3072,0,0
2225,1.824995556,3072,0,0
2226,1.826512593,6144,0,0
2227,1.828029630,5120,0,0
2228,1.829546667,3072,0,0
2229,1.831063704,5120,0,0
2230,1.832580741,4096,0,0
2231,1.834097778,5120,0,0
2232,1.835614815,5120,0,0
2233,1.837131852,0,0,0
2234,1.838648889,2048,0,0
2235,1.840165926,0,0,0
2236,1.841682963,1024,0,0
2237,1.843200000,0,0,0
2238,1.844717037,3072,0,0
2239,1.846234074,0,0,0
2240,1.847751111,3072,0,0
2241,1.849268148,1024,0,0
2242,1.850785185,2048,0,0
2243,1.852302222,3072,0,0
2244,1.853819259,2048,0,0
2245,1.855336296,3072,0,0
2246,1.856853333,2048,0,0
2247,1.858370370,3072,0,0
2248,1.859887407,1024,0,0
2249,1.861404444,5120,0,0
2250,1.862921481,3072,0,0
2251,1.864438519,3072,0,0
2252,1.865955556,2048,0,0
2253,1.867472593,2048,0,0
2254,1.868989630,3072,0,0
2255,1.870506667,1024,0,0
2256,1.872023704,1024,0,0
2257,1.873540741,1024,0,0
2258,1.875057778,0,0,0
2259,1.876574815,1024,0,0
2260,1.878091852,0,0,0
2261,1.879608889,2048,0,0
2262,1.881125926,1024,0,0
2263,1.882642963,-1024,0,0
2264,1.884160000,-2048,0,0
2265,1.885677037,-1024,0,0
2266,1.887194074,-2048,0,0
2267,1.888711111,-1024,0,0
2268,1.890228148,-3072,0,0
2269,1.891745185,-5120,0,0
2270,1.893262222,-4096,0,0
2271,1.894779259,-4096,0,0
2272,1.896296296,-5120,0,0
2273,1.897813333,-3072,0,0
2274,1.899330370,-4096,0,0
2275,1.900847407,-3072,0,0
2276,1.902364444,-5120,0,0
2277,1.903881481,-5120,0,0
2278,1.905398519,-2048,0,0
2279,1.906915556,-2048,0,0
2280,1.908432593,-4096,0,0
2281,1.909949630,-3072,0,0
2282,1.911466667,-3072,0,0
2283,1.912983704,-3072,0,0
2284,1.914500741,-2048,0,0
2285,1.916017778,1024,0,0
2286,1.917534815,0,0,0
2287,1.919051852,3072,0,0
2288,1.920568889,0,0,0
2289,1.922085926,0,0,0
2290,1.923602963,2048,0,0
2291,1.925120000,2048,0,0
2292,1.926637037,3072,0,0
2293,1.928154074,1024,0,0
2294,1.929671111,-1024,0,0
2295,1.931188148,1024,0,0
2296,1.932705185,1024,0,0
2297,1.934222222,2048,0,0
2298,1.935739259,2048,0,0
2299,1.937256296,3072,0,0
2300,1.938773333,2048,0,0
2301,1.940290370,1024,0,0
2302,1.941807407,1024,0,0
2303,1.943324444,4096,0,0
2304,1.944841481,4096,0,0
2305,1.946358519,5120,0,0
2306,1.947875556,2048,0,0
2307,1.949392593,2048,0,0
2308,1.950909630,2048,0,0
2309,1.952426667,0,0,0
2310,1.953943704,1024,0,0
2311,1.955460741,3072,0,0
2312,1.956977778,2048,0,0
2313,1.958494815,3072,0,0
2314,1.960011852,5120,0,0
2315,1.961528889,6144,0,0
2316,1.963045926,4096,0,0
2317,1.964562963,3072,0,0
2318,1.966080000,3072,0,0
2319,1.967597037,4096,0,0
2320,1.969114074,3072,0,0
2321,1.970631111,2048,0,0
2322,1.972148148,0,0,0
2323,1.973665185,2048,0,0
2324,1.975182222,1024,0,0
2325,1.976699259,1024,0,0
2326,1.978216296,1024,0,0
2327,1.979733333,2048,0,0
2328,1.981250370,1024,0,0
2329,1.982767407,0,0,0
2330,1.984284444,1024,0,0
2331,1.985801481,1024,0,0
2332,1.987318519,3072,0,0
2333,1.988835556,3072,0,0
2334,1.990352593,2048,0,0
2335,1.991869630,0,0,0
2336,1.993386667,2048,0,0
2337,1.994903704,3072,0,0
2338,1.996420741,3072,0,0
2339,1.997937778,2048,0,0
2340,1.999454815,2048,0,0
2341,2.000971852,1024,0,0
2342,2.002488889,0,0,0
2343,2.004005926,1024,0,0
2344,2.005522963,1024,0,0
2345,2.007040000,3072,0,0
2346,2.008557037,2048,0,0
2347,2.010074074,0,0,0
2348,2.011591111,0,0,0
2349,2.013108148,-2048,0,0
2350,2.014625185,-2048,0,0
2351,2.016142222,-1024,0,0
2352,2.017659259,1024,0,0
2353,2.019176296,2048,0,0
2354,2.020693333,2048,0,0
2355,2.022210370,1024,0,0
2356,2.023727407,1024,0,0
2357,2.025244444,1024,0,0
2358,2.026761481,0,0,0
2359,2.028278519,2048,0,0
2360,2.029795556,3072,0,0
2361,2.031312593,3072,0,0
2362,2.032829630,0,0,0
2363,2.034346667,0,0,0
2364,2.035863704,1024,0,0
2365,2.037380741,-1024,0,0
2366,2.038897778,-4096,0,0
2367,2.040414815,0,0,0
2368,2.041931852,-5120,0,0
2369,2.043448889,-3072,0,0
2370,2.044965926,-4096,0,0
2371,2.046482963,-6144,0,0
2372,2.048000000,-9216,0,0
2373,2.049517037,-8192,0,0
2374,2.051034074,-7168,0,0
2375,2.052551111,-9216,0,0
2376,2.054068148,-7168,0,0
2377,2.055585185,-6144,0,0
2378,2.057102222,-7168,0,0
2379,2.058619259,-6144,0,0
2380,2.060136296,-6144,0,0
2381,2.061653333,-5120,0,0
2382,2.063170370,-6144,0,0
2383,2.064687407,-7168,0,0
2384,2.066204444,-5120,0,0
2385,2.067721481,-7168,0,0
2386,2.069238519,-6144,0,0
2387,2.070755556,-6144,0,0
2388,2.072272593,-8192,0,0
2389,2.073789630,-7168,0,0
2390,2.075306667,-5120,0,0
2391,2.076823704,-4096,0,0
2392,2.078340741,-5120,0,0
2393,2.079857778,-4096,0,0
2394,2.081374815,-6144,0,0
2395,2.082891852,-6144,0,0
2396,2.084408889,-7168,0,0
2397,2.085925926,-5120,0,0
2398,2.087442963,-6144,0,0
2399,2.088960000,-4096,0,0
2400,2.090477037,-4096,0,0
2401,2.091994074,-5120,0,0
2402,2.093511111,-4096,0,0
2403,2.095028148,-4096,0,0
2404,2.096545185,-3072,0,0
2405,2.098062222,-7168,0,0
2406,2.099579259,-5120,0,0
2407,2.101096296,-7168,0,0
2408,2.102613333,-6144,0,0
2409,2.104130370,-3072,0,0
2410,2.105647407,-4096,0,0
2411,2.107164444,-5120,0,0
2412,2.108681481,-4096,0,0
2413,2.110198519,-6144,0,0
2414,2.111715556,-6144,0,0
2415,2.113232593,-4096,0,0
2416,2.114749630,-5120,0,0
2417,2.116266667,-3072,0,0
2418,2.117783704,-5120,0,0
2419,2.119300741,-4096,0,0
2420,2.120817778,-4096,0,0
2421,2.122334815,-6144,0,0
2422,2.123851852,-7168,0,0
2423,2.125368889,-5120,0,0
2424,2.126885926,-3072,0,0
2425,2.128402963,-4096,0,0
2426,2.129920000,-4096,0,0
2427,2.131437037,-4096,0,0
2428,2.132954074,-2048,0,0
2429,2.134471111,-2048,0,0
2430,2.135988148,-2048,0,0
2431,2.137505185,-1024,0,0
2432,2.139022222,-2048,0,0
2433,2.140539259,0,0,0
2434,2.142056296,-3072,0,0
2435,2.143573333,-1024,0,0
2436,2.145090370,1024,0,0
2437,2.146607407,3072,0,0
2438,2.148124444,3072,0,0
2439,2.149641481,4096,0,0
2440,2.151158519,2048,0,0
2441,2.152675556,2048,0,0
2442,2.154192593,3072,0,0
2443,2.155709630,5120,0,0
2444,2.157226667,5120,0,0
2445,2.158743704,5120,0,0
2446,2.160260741,4096,0,0
2447,2.161777778,6144,0,0
2448,2.163294815,4096,0,0
2449,2.164811852,2048,0,0
2450,2.166328889,4096,0,0
2451,2.167845926,4096,0,0
2452,2.169362963,2048,0,0
2453,2.170880000,3072,0,0
2454,2.172397037,3072,0,0
2455,2.173914074,2048,0,0
2456,2.175431111,1024,0,0
2457,2.176948148,-1024,0,0
2458,2.178465185,0,0,0
2459,2.179982222,-2048,0,0
2460,2.181499259,0,0,0
2461,2.183016296,-2048,0,0
2462,2.184533333,-3072,0,0
2463,2.186050370,-4096,0,0
2464,2.187567407,-2048,0,0
2465,2.189084444,-5120,0,0
2466,2.190601481,-4096,0,0
2467,2.192118519,-6144,0,0
2468,2.193635556,-6144,0,0
2469,2.195152593,-7168,0,0
2470,2.196669630,-7168,0,0
2471,2.198186667,-7168,0,0
2472,2.199703704,-6144,0,0
2473,2.201220741,-5120,0,0
2474,2.202737778,-4096,0,0
2475,2.204254815,-4096,0,0
2476,2.205771852,-4096,0,0
2477,2.207288889,-6144,0,0
2478,2.208805926,-4096,0,0
2479,2.210322963,-3072,0,0
2480,2.211840000,-2048,0,0
2481,2.213357037,-5120,0,0
2482,2.214874074,-3072,0,0
2483,2.216391111,-4096,0,0
2484,2.217908148,-2048,0,0
2485,2.219425185,0,0,0
2486,2.220942222,-1024,0,0
2487,2.222459259,-1024,0,0
2488,2.223976296,0,0,0
2489,2.225493333,2048,0,0
2490,2.227010370,2048,0,0
2491,2.228527407,-1024,0,0
2492,2.230044444,3072,0,0
2493,2.231561481,5120,0,0
2494,2.233078519,5120,0,0
2495,2.234595556,2048,0,0
2496,2.236112593,3072,0,0
2497,2.237629630,3072,0,0
2498,2.239146667,2048,0,0
2499,2.240663704,3072,0,0
2500,2.242180741,2048,0,0
2501,2.243697778,2048,0,0
2502,2.245214815,6144,0,0
2503,2.246731852,3072,0,0
2504,2.248248889,4096,0,0
2505,2.249765926,2048,0,0
2506,2.251282963,2048,0,0
2507,2.252800000,1024,0,0
2508,2.254317037,0,0,0
2509,2.255834074,-1024,0,0
2510,2.257351111,0,0,0
2511,2.258868148,-2048,0,0
2512,2.260385185,-1024,0,0
2513,2.261902222,-2048,0,0
2514,2.263419259,-5120,0,0
2515,2.264936296,-4096,0,0
2516,2.266453333,-4096,0,0
2517,2.267970370,-6144,0,0
2518,2.269487407,-6144,0,0
2519,2.271004444,-5120,0,0
2520,2.272521481,-5120,0,0
2521,2.274038519,-7168,0,0
2522,2.275555556,-7168,0,0
2523,2.277072593,-6144,0,0
2524,2.278589630,-6144,0,0
2525,2.280106667,-7168,0,0
2526,2.281623704,-5120,0,0
2527,2.283140741,-6144,0,0
2528,2.284657778,-4096,0,0
2529,2.286174815,-4096,0,0
2530,2.287691852,-3072,0,0
2531,2.289208889,-3072,0,0
2532,2.290725926,-5120,0,0
2533,2.292242963,-5120,0,0
2534,2.293760000,-3072,0,0
2535,2.295277037,-4096,0,0
2536,2.296794074,-7168,0,0
2537,2.298311111,-7168,0,0
2538,2.299828148,-5120,0,0
2539,2.301345185,-3072,0,0
2540,2.302862222,-3072,0,0
2541,2.304379259,-1024,0,0
2542,2.305896296,-1024,0,0
2543,2.307413333,-3072,0,0
2544,2.308930370,0,0,0
2545,2.310447407,1024,0,0
2546,2.311964444,2048,0,0
2547,2.313481481,-1024,0,0
2548,2.314998519,0,0,0
2549,2.316515556,3072,0,0
2550,2.318032593,2048,0,0
2551,2.319549630,2048,0,0
2552,2.321066667,3072,0,0
2553,2.322583704,5120,0,0
2554,2.324100741,3072,0,0
2555,2.325617778,2048,0,0
2556,2.327134815,0,0,0
2557,2.328651852,-1024,0,0
2558,2.330168889,3072,0,0
2559,2.331685926,2048,0,0
2560,2.333202963,1024,0,0
2561,2.334720000,0,0,0
2562,2.336237037,-1024,0,0
2563,2.337754074,1024,0,0
2564,2.339271111,-1024,0,0
2565,2.340788148,-2048,0,0
2566,2.342305185,-3072,0,0
2567,2.343822222,-1024,0,0
2568,2.345339259,-3072,0,0
2569,2.346856296,-2048,0,0
2570,2.348373333,-3072,0,0
2571,2.349890370,-2048,0,0
2572,2.351407407,-2048,0,0
2573,2.352924444,-1024,0,0
2574,2.354441481,-2048,0,0
2575,2.355958519,-3072,0,0
2576,2.357475556,-2048,0,0
2577,2.358992593,-2048,0,0
2578,2.360509630,0,0,0
2579,2.362026667,0,0,0
2580,2.363543704,0,0,0
2581,2.365060741,-4096,0,0
2582,2.366577778,-4096,0,0
2583,2.368094815,-5120,0,0
2584,2.369611852,-5120,0,0
2585,2.371128889,-1024,0,0
2586,2.372645926,-3072,0,0
2587,2.374162963,-5120,0,0
2588,2.375680000,-3072,0,0
2589,2.377197037,-3072,0,0
2590,2.378714074,-4096,0,0
2591,2.380231111,-3072,0,0
2592,2.381748148,-3072,0,0
2593,2.383265185,-3072,0,0
2594,2.384782222,-5120,0,0
2595,2.386299259,-4096,0,0
2596,2.387816296,-4096,0,0
2597,2.389333333,-5120,0,0
2598,2.390850370,-4096,0,0
2599,2.392367407,-3072,0,0
2600,2.393884444,-2048,0,0
2601,2.395401481,-3072,0,0
2602,2.396918519,-2048,0,0
2603,2.398435556,-3072,0,0
2604,2.399952593,-4096,0,0
2605,2.401469630,-3072,0,0
2606,2.402986667,-4096,0,0
2607,2.404503704,-2048,0,0
2608,2.406020741,-5120,0,0
2609,2.407537778,-4096,0,0
2610,2.409054815,-5120,0,0
2611,2.410571852,-6144,0,0
2612,2.412088889,-6144,0,0
2613,2.413605926,-6144,0,0
2614,2.415122963,-7168,0,0
2615,2.416640000,-5120,0,0
2616,2.418157037,-4096,0,0
2617,2.419674074,-3072,0,0
2618,2.421191111,-2048,0,0
2619,2.422708148,-1024,0,0
2620,2.424225185,-1024,0,0
2621,2.425742222,-1024,0,0
2622,2.427259259,0,0,0
2623,2.428776296,-1024,0,0
2624,2.430293333,-1024,0,0
2625,2.431810370,1024,0,0
2626,2.433327407,5120,0,0
2627,2.434844444,4096,0,0
2628,2.436361481,4096,0,0
2629,2.437878519,3072,0,0
2630,2.439395556,2048,0,0
2631,2.440912593,-1024,0,0
2632,2.442429630,0,0,0
2633,2.443946667,1024,0,0
2634,2.445463704,2048,0,0
2635,2.446980741,1024,0,0
2636,2.448497778,-1024,0,0
2637,2.450014815,3072,0,0
2638,2.451531852,2048,0,0
2639,2.453048889,0,0,0
2640,2.454565926,1024,0,0
2641,2.456082963,1024,0,0
2642,2.457600000,3072,0,0
2643,2.459117037,3072,0,0
2644,2.460634074,0,0,0
2645,2.462151111,0,0,0
2646,2.463668148,-2048,0,0
2647,2.465185185,-2048,0,0
2648,2.466702222,-3072,0,0
2649,2.468219259,-2048,0,0
2650,2.469736296,-2048,0,0
2651,2.471253333,-2048,0,0
2652,2.472770370,-3072,0,0
2653,2.474287407,-2048,0,0
2654,2.475804444,-2048,0,0
2655,2.477321481,0,0,0
2656,2.478838519,2048,0,0
2657,2.480355556,0,0,0
2658,2.481872593,2048,0,0
2659,2.483389630,2048,0,0
2660,2.484906667,2048,0,0
2661,2.486423704,-1024,0,0
2662,2.487940741,1024,0,0
2663,2.489457778,2048,0,0
2664,2.490974815,3072,0,0
2665,2.492491852,5120,0,0
2666,2.494008889,2048,0,0
2667,2.495525926,1024,0,0
2668,2.497042963,0,0,0
2669,2.498560000,0,0,0
2670,2.500077037,1024,0,0
2671,2.501594074,0,0,0
2672,2.503111111,-1024,0,0
2673,2.504628148,1024,0,0
2674,2.506145185,2048,0,0
2675,2.507662222,2048,0,0
2676,2.509179259,1024,0,0
2677,2.510696296,-2048,0,0
2678,2.512213333,-2048,0,0
2679,2.513730370,-1024,0,0
2680,2.515247407,-1024,0,0
2681,2.516764444,-3072,0,0
2682,2.518281481,-1024,0,0
2683,2.519798519,-3072,0,0
2684,2.521315556,-4096,0,0
2685,2.522832593,-3072,0,0
2686,2.524349630,-3072,0,0
2687,2.525866667,-1024,0,0
2688,2.527383704,-2048,0,0
2689,2.528900741,-3072,0,0
2690,2.530417778,-1024,0,0
2691,2.531934815,-2048,0,0
2692,2.533451852,-2048,0,0
2693,2.534968889,-2048,0,0
2694,2.536485926,-3072,0,0
2695,2.538002963,-3072,0,0
2696,2.539520000,0,0,0
2697,2.541037037,-1024,0,0
2698,2.542554074,0,0,0
2699,2.544071111,-1024,0,0
2700,2.545588148,-3072,0,0
2701,2.547105185,-3072,0,0
2702,2.548622222,-1024,0,0
2703,2.550139259,-1024,0,0
2704,2.551656296,-4096,0,0
2705,2.553173333,-2048,0,0
2706,2.554690370,-3072,0,0
2707,2.556207407,0,0,0
2708,2.557724444,1024,0,0
2709,2.559241481,-1024,0,0
2710,2.560758519,0,0,0
2711,2.562275556,-1024,0,0
2712,2.563792593,-1024,0,0
2713,2.565309630,0,0,0
2714,2.566826667,-3072,0,0
2715,2.568343704,-1024,0,0
2716,2.569860741,-2048,0,0
2717,2.571377778,-3072,0,0
2718,2.572894815,-3072,0,0
2719,2.574411852,-3072,0,0
2720,2.575928889,-5120,0,0
